term,subject,course_name,course_number,crn,section,frequency,time,days,location,date_range,schedule_type,instructor,instructional_method,units,additional_information
202409,POLI,Canadian Politics,101,12789,POLI 101,Every Week,12:30 pm - 1:20 pm,W,Clearihue Building A221,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12790,POLI 101,Every Week,1:30 pm - 2:20 pm,W,David Strong Building C124,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12791,POLI 101,Every Week,2:30 pm - 3:20 pm,W,David Strong Building C124,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12792,POLI 101,Every Week,11:30 am - 12:20 pm,R,Clearihue Building A325,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12793,POLI 101,Every Week,1:00 pm - 1:50 pm,R,David Strong Building C114,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12794,POLI 101,Every Week,2:30 pm - 3:20 pm,R,David Strong Building C114,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12795,POLI 101,Every Week,9:30 am - 10:20 am,F,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12796,POLI 101,Every Week,10:30 am - 11:20 am,F,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Canadian Politics,101,12797,POLI 101,Every Week,11:30 am - 12:20 pm,F,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,ED-D,Learners and Learning Environments,301,11234,ED-D 301,Every Week,8:30 am - 9:50 am,MR,Clearihue Building A225,"Sep 04, 2024 - Dec 04, 2024",Lecture,Douglas R  Magnuson (P),Face-to-face,1.500,Reserved for Elementary PDPP Teacher Education students.
202409,ED-D,Learners and Learning Environments,301,13933,ED-D 301,Every Week,4:00 pm - 6:50 pm,R,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Denise Michelle  Stephenson (P),Face-to-face,1.500,Reserved for East Kootenay Teacher Education Programs.
202409,POLI,An Introduction to Political Theory,202,12807,POLI 202,Every Week,2:30 pm - 3:50 pm,MR,David Turpin Building A102,"Sep 04, 2024 - Dec 04, 2024",Lecture,Mara   Marin (P),Face-to-face,1.500,
202409,POLI,An Introduction to Political Theory,202,12808,POLI 202,Every Week,12:30 pm - 1:20 pm,T,Clearihue Building B415,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Owen Richelmo Marino  Bortolon (P),Face-to-face,0.000,
202409,POLI,An Introduction to Political Theory,202,12809,POLI 202,Every Week,1:30 pm - 2:20 pm,T,David Strong Building C124,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Owen Richelmo Marino  Bortolon (P),Face-to-face,0.000,
202409,POLI,An Introduction to Political Theory,202,12810,POLI 202,Every Week,2:30 pm - 3:20 pm,T,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Neil   Montgomery (P),Face-to-face,0.000,
202409,POLI,An Introduction to Political Theory,202,12811,POLI 202,Every Week,12:30 pm - 1:20 pm,W,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Neil   Montgomery (P),Face-to-face,0.000,
202409,POLI,An Introduction to Political Theory,202,12812,POLI 202,Every Week,1:30 pm - 2:20 pm,W,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Bianca Nicole  Vasile (P),Face-to-face,0.000,
202409,POLI,An Introduction to Political Theory,202,12813,POLI 202,Every Week,2:30 pm - 3:20 pm,W,Clearihue Building A325,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Bianca Nicole  Vasile (P),Face-to-face,0.000,
202409,POLI,European Integration and the European Union,211,12814,POLI 211,Every Week,9:30 am - 10:20 am,TWF,David Turpin Building A104,"Sep 04, 2024 - Dec 04, 2024",Lecture,Amy C.  Verdun (P),Face-to-face,1.500,
202409,POLI,European Integration and the European Union,211,12815,POLI 211,Every Week,12:30 pm - 1:20 pm,T,Clearihue Building A330,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Maximilian Alexander  Backhaus (P),Face-to-face,0.000,
202409,POLI,European Integration and the European Union,211,12817,POLI 211,Every Week,2:30 pm - 3:20 pm,T,Clearihue Building A325,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Maximilian Alexander  Backhaus (P),Face-to-face,0.000,
202409,POLI,European Integration and the European Union,211,12818,POLI 211,Every Week,12:30 pm - 1:20 pm,W,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Ava Sofia  Dale (P),Face-to-face,0.000,
202409,POLI,European Integration and the European Union,211,12819,POLI 211,Every Week,1:30 pm - 2:20 pm,W,Clearihue Building C316,"Sep 04, 2024 - Dec 04, 2024",Tutorial,Ava Sofia  Dale (P),Face-to-face,0.000,
202409,ED-D,Introduction to Psychology of Classroom Learning,401,11236,ED-D 401,Every Week,2:30 pm - 3:50 pm,MR,Cornett Building A125,"Sep 04, 2024 - Dec 04, 2024",Lecture,Lucinda Leanne  Brown (P),Face-to-face,1.500,Reserved for Secondary PDPP Teacher Education students.
202501,ES,TPCS:ETHNOECOLOGY: Advanced Environmental Journalism,381,21477,ES 381,Every Week,9:30 am - 12:20 pm,T,Fine Arts Building 104,"Jan 06, 2025 - Apr 04, 2025",Lecture Topic,Sean Michael  Holman (P),Face-to-face,1.500,
202409,POLI,Global Development,217,12821,POLI 217,Every Week,11:30 am - 12:20 pm,TWF,David Turpin Building A110,"Sep 04, 2024 - Dec 04, 2024",Lecture,Marlea Joy  Clarke (P),Face-to-face,1.500,
202409,POLI,Global Development,217,12822,POLI 217,Every Week,1:30 pm - 2:20 pm,T,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Global Development,217,12823,POLI 217,Every Week,2:30 pm - 3:20 pm,T,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Global Development,217,12824,POLI 217,Every Week,1:30 pm - 2:20 pm,W,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Global Development,217,12825,POLI 217,Every Week,2:30 pm - 3:20 pm,W,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Global Development,217,12826,POLI 217,Every Week,1:00 pm - 1:50 pm,R,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Global Development,217,12827,POLI 217,Every Week,2:30 pm - 3:20 pm,R,Clearihue Building B315,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,International Politics,240,12828,POLI 240,Every Week,1:30 pm - 2:20 pm,TWF,Engineering Comp Science Bldg 116,"Sep 04, 2024 - Dec 04, 2024",Lecture,Colin   Chia (P),Face-to-face,1.500,
202409,POLI,International Politics,240,12829,POLI 240,Every Week,9:30 am - 10:20 am,W,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,International Politics,240,12830,POLI 240,Every Week,10:30 am - 11:20 am,W,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,International Politics,240,12831,POLI 240,Every Week,1:00 pm - 1:50 pm,R,Clearihue Building B415,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,International Politics,240,12832,POLI 240,Every Week,2:30 pm - 3:20 pm,R,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,International Politics,240,12834,POLI 240,Every Week,10:30 am - 11:20 am,F,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12835,POLI 263,Every Week,10:00 am - 11:20 am,MR,David Turpin Building A110,"Sep 04, 2024 - Dec 04, 2024",Lecture,Kelly Anne Patricia  Aguirre (P),Face-to-face,1.500,
202409,POLI,The Politics of Indigenous Peoples,263,12836,POLI 263,Every Week,12:30 pm - 1:20 pm,T,Clearihue Building B215,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12837,POLI 263,Every Week,1:30 pm - 2:20 pm,T,Clearihue Building B415,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12838,POLI 263,Every Week,1:30 pm - 2:20 pm,W,Clearihue Building B415,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12839,POLI 263,Every Week,2:30 pm - 3:20 pm,W,Clearihue Building A330,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12840,POLI 263,Every Week,9:30 am - 10:20 am,F,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12841,POLI 263,Every Week,10:30 am - 11:20 am,F,Clearihue Building D134,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,The Politics of Indigenous Peoples,263,12842,POLI 263,Every Week,11:30 am - 12:20 pm,F,Clearihue Building A325,"Sep 04, 2024 - Dec 04, 2024",Tutorial,TBA,Face-to-face,0.000,
202409,POLI,Ancient and Medieval Political Thought,300A,12843,POLI 300A,Every Week,9:30 am - 10:20 am,TWF,Cornett Building B112,"Sep 04, 2024 - Dec 04, 2024",Lecture,Simon   Carroll (P),Face-to-face,1.500,
202409,POLI,Early Modern Political Thought,300B,12844,POLI 300B,Every Week,11:30 am - 12:50 pm,MR,Clearihue Building A207,"Sep 04, 2024 - Dec 04, 2024",Lecture,Mara   Marin (P),Face-to-face,1.500,
202409,ED-D,Evaluating and Reporting Student Progress,407,11237,ED-D 407,Every Week,1:00 pm - 2:20 pm,MR,Cornett Building B112,"Sep 04, 2024 - Dec 04, 2024",Lecture,Douglas Hilton  Mollard (P),Face-to-face,1.500,Reserved for Elementary PDPP Teacher Education students and Bachelor of Education - Indigenous Post-Degree Professional Program students.  (Schedule of coursework will be distributed separately.) This section will meet face-to-face on-campus for intensive learning dates.
202501,SOCW,An Introduction to Social Work Practice,200A,22956,SOCW 200A,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Gaben   Sanchez (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202409,ED-D,Promoting Prosocial Behaviour: Strategies and Management,408,11238,ED-D 408,Every Week,11:30 am - 12:50 pm,MR,Clearihue Building A317,"Sep 04, 2024 - Dec 04, 2024",Lecture,Lucinda Leanne  Brown (P),Face-to-face,1.500,Reserved for Elementary Teacher Education students and Bachelor of Education - Indigenous Post-Degree Professional Program students.
202409,ED-D,Promoting Prosocial Behaviour: Strategies and Management,408,13943,ED-D 408,Every Week,12:30 pm - 3:20 pm,R,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Mary Lou Sally  Struthers (P),Face-to-face,1.500,Reserved for East Kootenay Teacher Education Programs.
202409,POLI,Introduction to Marxism,306,12845,POLI 306,Every Week,10:30 am - 11:20 am,TWF,Cornett Building A121,"Sep 04, 2024 - Dec 04, 2024",Lecture,Simon   Carroll (P),Face-to-face,1.500,
202409,ED-D,Teacher as Leader: The Professional Role,410,13791,ED-D 410,Every Week,8:30 am - 11:20 am,MTWRF,TBA,"Sep 05, 2024 - Sep 20, 2024",Lecture,Claudia Andrea  Diaz-Diaz (P),Fully Online,1.500,"Reserved for Elementary & Secondary PDPP Teacher Education students. This section will meet online M-F; Sept 5 - 20, 2024.  Important: Non-standard dates apply to this section. Refer to 'Non-standard course dates' on the Course add and drop dates page, to view the 100% fee reduction, 50% fee reduction and academic drop dates for this course."
202409,ED-D,Teacher as Leader: The Professional Role,410,13948,ED-D 410,Every Week,4:00 pm - 6:50 pm,M,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,"Michelle   Paterson (P), Doreen   Sharpe",Face-to-face,1.500,Reserved for East Kootenay Teacher Education Programs.
202501,SOCW,Introduction to the Critical Analysis of Social Welfare in Canada,200B,22957,SOCW 200B,Every Week,9:30 am - 12:20 pm,R,Clearihue Building A320,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,This course is for the on campus cohort.
202501,SOCW,Introduction to the Critical Analysis of Social Welfare in Canada,200B,22958,SOCW 200B,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,ES,"Mindfulness, Sustainability and Social Change",407,21478,ES 407,Every Week,5:30 pm - 8:20 pm,W,Hickman Building 116,"Jan 06, 2025 - Apr 04, 2025",Lecture,James K  Rowe (P),Face-to-face,1.500,
202501,SOCW,Social Work Practicum I,304,23542,SOCW 304,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Practicum,TBA,Fully Online,2.250,"Permission of department required for registration in this section. This is the second half of a full year course that runs Sep-Apr. You must be registered in the same section in First Term (Sep-Dec) before you can register in the second term section. For example, register in SOCW304 A01 in First Term and SOCW304 A01 in Second Term."
202501,SOCW,Social Work Practicum I,304,22960,SOCW 304,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Practicum,Gaben   Sanchez (P),Fully Online,4.500,Permission of department required for registration in this section.
202501,SOCW,Social Work Practicum I,304,22961,SOCW 304,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Practicum,Cheryl Lavern  Aro (P),Fully Online,4.500,Permission of department required for registration in this section.
202501,SOCW,Social Work Practicum by Prior Learning Assessment (PLA),304A,22962,SOCW 304A,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Practicum,Gayle A  Ployer (P),Fully Online,4.500,Permission of department required for registration in this section.
202501,ES,Indigenous Political Ecologies of the Shoreline,413,23971,ES 413,Every Week,9:30 am - 12:20 pm,F,Human & Social Development A270,"Jan 06, 2025 - Apr 04, 2025",Lecture,Caolan   Barr (P),Face-to-face,1.500,
202409,POLI,ISSUES:COMPARE POLITICS: Populism and Authoritarianism,319,12847,POLI 319,Every Week,9:30 am - 10:20 am,TWF,Cornett Building A225,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Fazila   Mat (P),Face-to-face,1.500,
202409,POLI,Issues in Comparative Politics,319,14001,POLI 319,Every Week,12:30 pm - 1:20 pm,TWF,Cornett Building B111,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Michael J.  Carpenter (P),Face-to-face,1.500,
202409,ED-D,Skills for Effective Interpersonal Communication,417,11239,ED-D 417,Every Week,9:30 am - 12:20 pm,T,MacLaurin Building D103,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jonathan   Woodend (P),Face-to-face,1.500,
202409,ED-D,Skills for Effective Interpersonal Communication,417,11240,ED-D 417,Every Week,4:30 pm - 7:20 pm,W,Clearihue Building C109,"Sep 04, 2024 - Dec 04, 2024",Lecture,Julia Iman  O'Loughlin (P),Face-to-face,1.500,
202409,ED-D,Introduction to Theories of Counselling,418,11241,ED-D 418,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,Sarah   Nutter (P),Fully Online,1.500,Asynchronous
202501,ES,"Power, Difference, and Environmental Politics",417,21479,ES 417,Every Week,3:30 pm - 6:20 pm,M,Clearihue Building A312,"Jan 06, 2025 - Apr 04, 2025",Lecture,Sebastian   Bonet (P),Face-to-face,1.500,
202409,POLI,The Canadian Constitution,320,12848,POLI 320,Every Week,11:30 am - 12:50 pm,MR,Cornett Building A129,"Sep 04, 2024 - Dec 04, 2024",Lecture,Matt   James (P),Face-to-face,1.500,
202409,ED-D,Learning Support: Context and Key Issues,420,11242,ED-D 420,Every Week,8:30 am - 9:50 am,MR,MacLaurin Building D283,"Sep 04, 2024 - Dec 04, 2024",Lecture,Jillian Jennifer  Roberts (P),Face-to-face,1.500,Reserved for  Elementary Teacher Education students and Bachelor of Education - Indigenous Post-Degree Professional Program students.
202409,ED-D,Learning Support: Context and Key Issues,420,13942,ED-D 420,Every Week,TBA,,TBA,"Sep 04, 2024 - Dec 04, 2024",Lecture,"Maggie   Lindsay-Tadey (P), Julie Louise  Russchen",Face-to-face,1.500,Reserved for East Kootenay Teacher Education Programs.
202501,SOCW,"Social Work, Social Justice and the Law",350A,22963,SOCW 350A,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,SOCW,"Social Work, Social Justice and the Law",350A,23981,SOCW 350A,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202409,POLI,Sweatshops and the Politics of the Clothing Industry,322,12849,POLI 322,Every Week,1:30 pm - 2:20 pm,TWF,Cornett Building B129,"Sep 04, 2024 - Dec 04, 2024",Lecture,Marlea Joy  Clarke (P),Face-to-face,1.500,
202501,SOCW,Introduction to Indigenous Perspectives on Social Work Practice,354,22964,SOCW 354,Every Week,11:00 am - 1:50 pm,T,First Peoples House 160,"Jan 06, 2025 - Apr 04, 2025",Lecture,Cheryl Lavern  Aro (P),Face-to-face,1.500,This course is for the on campus cohort.
202501,SOCW,Introduction to Indigenous Perspectives on Social Work Practice,354,22965,SOCW 354,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Cheryl Lavern  Aro (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,SOCW,Introduction to Indigenous Perspectives on Social Work Practice,354,22966,SOCW 354,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jenny Lynn  Morgan (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202409,POLI,ISSUES IN POLITICS: U.S. Election 2024,323,12850,POLI 323,Every Week,6:00 pm - 8:50 pm,T,David Turpin Building A104,"Sep 04, 2024 - Dec 04, 2024",Lecture Topic,Andrew M  Wender (P),Face-to-face,1.500,
202501,SOCW,Global Approaches to Human Development and Social Justice,356,22967,SOCW 356,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Gaben   Sanchez (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,SOCW,Global Approaches to Human Development and Social Justice,356,22968,SOCW 356,Every Week,TBA,,TBA,"Jan 06, 2025 - Apr 04, 2025",Lecture,Jaehee   Yi (P),Fully Online,1.500,"This course will be offered online and asynchronous, but may include some synchronous (real-time) sessions throughout the term."
202501,ES,Flowering Plant Diversity,425,21481,ES 425,Every Week,2:30 pm - 5:20 pm,M,Cunningham Building 146,"Jan 06, 2025 - Apr 04, 2025",Lecture,TBA,Face-to-face,1.500,
202501,ES,Flowering Plant Diversity,425,21482,ES 425,Every Week,2:30 pm - 5:20 pm,R,Cunningham Building 245,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,
202501,ES,Flowering Plant Diversity,425,21483,ES 425,Every Week,5:30 pm - 8:20 pm,R,Cunningham Building 245,"Jan 06, 2025 - Apr 04, 2025",Lab,TBA,Face-to-face,0.000,
