PID,Course ID,Subject Code,Title,Description,Credits,Prerequisites,Corequisites,Recommendations,Notes
BksM6DT74,AHVS323,AHVS,Byzantine Art,"An introductory survey of the art and architecture of the Byzantine empire and its culturally dependent areas from the period of Iconoclasm through to the fall of Constantinople in 1453 and beyond. The emphasis is on an examination of surviving monuments in Greece, Turkey, southern Italy, the Balkans and Russia.",1.5,,,,"Credit will be granted for only one of AHVS 323, HA 323."
Sk3z6vTX4,AHVS328,AHVS,Gothic Art and Architecture,"An introductory survey of the art and architecture of western Europe from the reconstruction of St. Denis c. 1140 to the beginnings of Renaissance art in Florence c. 1400. Focuses primarily on architecture in northern Europe and on painting in Italy, with a concentration on artists from the cities of Florence, Rome and Siena.",1.5,,,,"Credit will be granted for only one of AHVS 328, HA 328."
BJaGpPaQ4,AHVS329,AHVS,People and Possessions in Medieval Households,"Explores the furniture, fixtures, furnishings and tapestries in the medieval home. May include objects and the life course, spaces and everyday life, gender and the home.",1.5,,,,"Credit will be granted for only one of AHVS 329, HA 329."
BJ6fTwaQV,AHVS330B,AHVS,Later Arts of South Asia,"A survey of the arts of South Asia, including the Himalayan region and Tibet, from the eighth century up to the 20th. Emphasis is on regional variations in Buddhist and Hindu art, the introduction of new ideas, art forms and styles with the establishment of Islamic rule and the role of colonialism and nationalism in the formation of the region's modern visual culture.",1.5,,,,"Credit will be granted for only one of AHVS 330B, HA 330, HA 330B."
rkRM6DpmE,AHVS330C,AHVS,The Body in Indian Art,"Explores the representation of the human body ranging from the erotic to the spiritual in Hindu and Buddhist art. Case studies include sculpture, painting, film, poetry and myth.",1.5,,,,"Credit will be granted for only one of AHVS 330C, HA 330C, HA 392 (if taken in the same topic)."
H1gCfpD67N,AHVS332A,AHVS,"Bollywood and Popular Visual Culture in India, 1950s onwards","Examines popular Indian visual culture through the media of photography and film. Against a backdrop of Indian classical, folk, modern and contemporary, rural and urban art histories, select Bollywood films from the 1950s to the present are examined in class lectures, film screenings and readings. Styles featured range from historical, social realist and nationalist to stylized, idealist and moral narratives.",1.5,,,,"Credit will be granted for only one of AHVS 332A, HA 332A, HA 337 (if taken in the same topic)."
B1sGTPpXE,AHVS324,AHVS,Ancient and Medieval Jewish Art,An introductory survey of the visual and material culture of Judaism in Israel and among the communities of the Diaspora from the first century CE to the 16 th century CE. Major topics of interest are: the architectural evolution of the synagogue; changing attitudes to the role of figural art in a religious context; the arts of the book; and the artistic interactions with the visual traditions of Christian and Muslim communities.,1.5,,,,"Credit will be granted for only one of AHVS 324, HA 324."
Hypz6DaQ4,AHVS330A,AHVS,Early Arts of South Asia,"Case studies in the arts in South Asia from the Indus Valley Civilization to the 11th century. The development of Hindu and Buddhist art, architecture and patronage is examined in relation to historical, philosophical and religious backgrounds. Selections from treatises on art and aesthetics are read in translation.",1.5,,,,"Credit will be granted for only one of AHVS 330A, HA 330, HA 330A. Normally to be offered in alternate years with AHVS 333A, AHVS 333B."
BJ2favTQ4,AHVS326,AHVS,Early Medieval Art,"An introductory survey of the arts and architecture of western Europe in the period c. 600-1150 CE. Topics to be considered include Anglo-Saxon, Carolingian, Ottonian, and Romanesque art.",1.5,,,,"Credit will be granted for only one of AHVS 326, HA 326."
HJkmavTQ4,AHVS333A,AHVS,Early Arts of Southeast Asia,"A survey of the arts of Southeast Asia, starting with prehistoric and contemporary tribal/indigenous cultures, up to the arrival of Islam. Discussion includes the majority of countries in the region, with emphasis on Indonesia. Monumental and personal arts relating to Hindu, Buddhist and Primal religious communities are discussed with attention to gender and historiography. Indigenous texts and film are used as source materials and basis for discussion.",1.5,,,,"Credit will be granted for only one of AHVS 333A, HA 333, HA 333A. Normally to be offered in alternate years with AHVS 330A, AHVS 330B."
HyeJQpDaQN,AHVS333B,AHVS,Later Arts of Southeast Asia,"Case studies in the arts of Southeast Asia, from the arrival of Islam through the colonial and up through the modern period. Local definitions of art, the role of the artist in society and issues of patronage are discussed against a background of continuity and change. Indigenous texts and film are used as sources.",1.5,,,,"Credit will be granted for only one of AHVS 333B, HA 333, HA 333B."
B1WJmpPTQN,AHVS337,AHVS,Special Topics in Contemporary Asian Art,"An examination of themes and issues in contemporary Asian art through case-studies in select national, regional and/or global contexts. Analyzes artists' careers, art institutions and art discourses, including the arrival of contemporary Asian art into western art historical consciousness.",1.5,,,,"Credit will be granted for only one of AHVS 337, HA 337 (if taken in the same topic)."
r1kQpvpQE,AHVS332B,AHVS,"Bollywood Global and Popular Visual Culture, India and Diaspora, 1990s onwards","An examination of popular visual culture of India from classical, modern and contemporary art-historical and cultural perspectives. Themes of gender, identity, postcoloniality and national/global dynamics are addressed through screenings of select Bollywood films from the 1990s to today. Films made in India alternate with films which move into diasporic spaces in the UK, Canada and USA.",1.5,,,,"Credit will be granted for only one of AHVS 332B, HA 332B, HA 337 (if taken in the same topic)."
