UVIC Course Description,Subject,Course Number,Course Name
BCMB498 - Research Experience,BCMB,498,Research Experience
BCMB499A - Undergraduate Thesis I,BCMB,499A,Undergraduate Thesis I
BCMB499B - Undergraduate Thesis II,BCMB,499B,Undergraduate Thesis II
BIOL150A - Modern Biology,BIOL,150A,Modern Biology
BIOL150B - Modern Biology,BIOL,150B,Modern Biology
BIOL184 - Evolution and Biodiversity,BIOL,184,Evolution and Biodiversity
BIOL186 - Physiology and Cell Biology,BIOL,186,Physiology and Cell Biology
BIOL215 - Principles of Ecology,BIOL,215,Principles of Ecology
BIOL225 - Principles of Cell Biology,BIOL,225,Principles of Cell Biology
BIOL230 - Principles of Genetics,BIOL,230,Principles of Genetics
BIOL248 - Topics in Organismal Biology,BIOL,248,Topics in Organismal Biology
BIOL307 - Chordate Zoology,BIOL,307,Chordate Zoology
BIOL309 - Developmental Biology,BIOL,309,Developmental Biology
BIOL311 - Biological Oceanography,BIOL,311,Biological Oceanography
BIOL312 - Entomology,BIOL,312,Entomology
BIOL319 - Marine Ecology,BIOL,319,Marine Ecology
BIOL321 - Survey of Invertebrates,BIOL,321,Survey of Invertebrates
BIOL322 - Biology of Marine Invertebrates,BIOL,322,Biology of Marine Invertebrates
BIOL324 - Biology of Land Plants,BIOL,324,Biology of Land Plants
BIOL325 - Tree Biology,BIOL,325,Tree Biology
BIOL326 - Development and Genetics of Model Plants,BIOL,326,Development and Genetics of Model Plants
BIOL329 - Biology of the Vertebrates of British Columbia,BIOL,329,Biology of the Vertebrates of British Columbia
BIOL330 - Study Design and Data Analysis,BIOL,330,Study Design and Data Analysis
BIOL334 - Plants and People,BIOL,334,Plants and People
BIOL335 - Ichthyology,BIOL,335,Ichthyology
BIOL336 - Biology of Algae,BIOL,336,Biology of Algae
BIOL345 - Animal Behaviour,BIOL,345,Animal Behaviour
BIOL346 - Freshwater Ecosystems,BIOL,346,Freshwater Ecosystems
BIOL351 - The Biology behind the News,BIOL,351,The Biology behind the News
BIOL355 - Evolution,BIOL,355,Evolution
"BIOL359 - Food, Disease and People",BIOL,359,"Food, Disease and People"
BIOL360 - Cell Biology,BIOL,360,Cell Biology
BIOL361 - Molecular Genetics and Genomics,BIOL,361,Molecular Genetics and Genomics
BIOL362 - Practical Skills in Genomics,BIOL,362,Practical Skills in Genomics
BIOL365 - Animal Physiology,BIOL,365,Animal Physiology
BIOL366 - Plant Physiology,BIOL,366,Plant Physiology
BIOL367 - Neurobiology: Molecules to Behaviour,BIOL,367,Neurobiology: Molecules to Behaviour
BIOL370 - Conservation Biology,BIOL,370,Conservation Biology
BIOL400 - History of Biology,BIOL,400,History of Biology
BIOL401A - Biotechnology,BIOL,401A,Biotechnology
BIOL404 - Sensory Biology,BIOL,404,Sensory Biology
BIOL409B - Experimental Neurobiology,BIOL,409B,Experimental Neurobiology
BIOL415C - Mycology,BIOL,415C,Mycology
BIOL418 - Forest Ecology,BIOL,418,Forest Ecology
BIOL432 - Molecular Endocrinology,BIOL,432,Molecular Endocrinology
BIOL435 - Molecular Evolution,BIOL,435,Molecular Evolution
BIOL436 - Human Molecular Genetics,BIOL,436,Human Molecular Genetics
BIOL438 - Nutrient Cycling and Prokaryotes,BIOL,438,Nutrient Cycling and Prokaryotes
BIOL439 - Molecular Epidemiology,BIOL,439,Molecular Epidemiology
BIOL446 - Advanced Aquatic Ecology,BIOL,446,Advanced Aquatic Ecology
BIOL447 - Ion Channels and Disease,BIOL,447,Ion Channels and Disease
BIOL448 - Neuroethology,BIOL,448,Neuroethology
BIOL449 - Flowering Plant Diversity,BIOL,449,Flowering Plant Diversity
BIOL457 - Paleoecology and Environmental Change,BIOL,457,Paleoecology and Environmental Change
BIOL458 - Plant Biochemistry and Biochemical Ecology,BIOL,458,Plant Biochemistry and Biochemical Ecology
BIOL459 - Human Microbial Diseases,BIOL,459,Human Microbial Diseases
BIOL460 - Honours Seminar,BIOL,460,Honours Seminar
BIOL461 - Fisheries Ecology and Management,BIOL,461,Fisheries Ecology and Management
BIOL462 - Community and Ecosystem,BIOL,462,Community and Ecosystem
BIOL465 - The Molecular Basis of Cancer,BIOL,465,The Molecular Basis of Cancer
BIOL466 - Frontiers in Marine Biology,BIOL,466,Frontiers in Marine Biology
BIOL467 - Neural Development,BIOL,467,Neural Development
BIOL468 - Food Web Ecology,BIOL,468,Food Web Ecology
BIOL470 - Advanced Topics in Biology,BIOL,470,Advanced Topics in Biology
BIOL490A - Directed Studies and Research in Botany,BIOL,490A,Directed Studies and Research in Botany
BIOL490B - Directed Studies and Research in Ecology,BIOL,490B,Directed Studies and Research in Ecology
BIOL490D - Directed Studies and Research in Marine Biology,BIOL,490D,Directed Studies and Research in Marine Biology
BIOL490E - Directed Studies and Research in Zoology,BIOL,490E,Directed Studies and Research in Zoology
BIOL490F - Directed Studies and Research in Cell and Molecular Biology,BIOL,490F,Directed Studies and Research in Cell and Molecular Biology
BIOL490G - Directed Studies and Research in Evolution,BIOL,490G,Directed Studies and Research in Evolution
BIOL490H - Directed Studies and Research in Neurobiology,BIOL,490H,Directed Studies and Research in Neurobiology
BIOL490J - Directed Studies and Research in Forest Biology,BIOL,490J,Directed Studies and Research in Forest Biology
BIOL490K - Directed Studies in Communication in the Biological Sciences,BIOL,490K,Directed Studies in Communication in the Biological Sciences
BIOL499A - Honours Thesis I,BIOL,499A,Honours Thesis I
BIOL499B - Honours Thesis II,BIOL,499B,Honours Thesis II
BME200 - Molecular and Cellular Physiology for Engineers,BME,200,Molecular and Cellular Physiology for Engineers
BME201 - Quantitative Human Physiology,BME,201,Quantitative Human Physiology
BME320 - Engineering Materials with BME applications,BME,320,Engineering Materials with BME applications
BME335 - Biosensors and Instrumentation,BME,335,Biosensors and Instrumentation
BME350 - Biomedical Engineering Design,BME,350,Biomedical Engineering Design
BME401A - Special Topics in Biomedical Engineering,BME,401A,Special Topics in Biomedical Engineering
BME401B - Special Topics in Biomedical Engineering,BME,401B,Special Topics in Biomedical Engineering
BME401C - Special Topics in Biomedical Engineering,BME,401C,Special Topics in Biomedical Engineering
BME401D - Special Topics in Biomedical Engineering,BME,401D,Special Topics in Biomedical Engineering
BME402 - Biomedical Imaging Modalities,BME,402,Biomedical Imaging Modalities
BME403 - Medical Image Processing,BME,403,Medical Image Processing
BME404 - Special Topics in Biomedical Engineering,BME,404,Special Topics in Biomedical Engineering
BME410 - Bioprinting and 3D Printing Human Body Parts,BME,410,Bioprinting and 3D Printing Human Body Parts
BME420 - Human Factors and Usability Engineering for Medical Devices,BME,420,Human Factors and Usability Engineering for Medical Devices
BME434 - Biophotonics,BME,434,Biophotonics
BME448 - Introduction to Musculoskeletal Biomechanics,BME,448,Introduction to Musculoskeletal Biomechanics
BME452 - Microfluidics for Biomedical and Energy Applications,BME,452,Microfluidics for Biomedical and Energy Applications
BME481 - Biomaterials and Tissue Engineering,BME,481,Biomaterials and Tissue Engineering
BME490 - Technical Project,BME,490,Technical Project
BME498 - Honours Thesis,BME,498,Honours Thesis
BME499 - Design Project,BME,499,Design Project
CS001 - Introduction to the Place: the Geography and History of Canada,CS,1,Introduction to the Place: the Geography and History of Canada
CS101 - Introduction to Canadian Culture,CS,101,Introduction to Canadian Culture
CS102 - Introduction to Canadian Contemporary Issues,CS,102,Introduction to Canadian Contemporary Issues
CS200 - Topics in Canadian Studies,CS,200,Topics in Canadian Studies
CS201 - Issues and Ideas in Canadian Environmentalism,CS,201,Issues and Ideas in Canadian Environmentalism
CHEM091 - Introduction to Chemistry,CHEM,91,Introduction to Chemistry
CHEM101 - Fundamentals of Chemistry from Atoms to Materials,CHEM,101,Fundamentals of Chemistry from Atoms to Materials
CHEM102 - Chemical Reactivity Fundamentals with Environmental Applications,CHEM,102,Chemical Reactivity Fundamentals with Environmental Applications
CHEM150 - Engineering Chemistry,CHEM,150,Engineering Chemistry
CHEM212 - Introduction to Quantitative Analysis,CHEM,212,Introduction to Quantitative Analysis
CHEM225 - Introduction to Inorganic Chemistry,CHEM,225,Introduction to Inorganic Chemistry
CHEM231 - Introduction to Organic Chemistry,CHEM,231,Introduction to Organic Chemistry
CHEM234 - Organic Chemistry with Biological Applications,CHEM,234,Organic Chemistry with Biological Applications
CHEM245 - Introduction to Thermodynamics,CHEM,245,Introduction to Thermodynamics
CHEM260 - Synthetic Chemistry Laboratory,CHEM,260,Synthetic Chemistry Laboratory
CHEM298 - Research Experience,CHEM,298,Research Experience
CHEM300A - Chemistry in Modern Society,CHEM,300A,Chemistry in Modern Society
CHEM318 - Instrumental Techniques of Analysis,CHEM,318,Instrumental Techniques of Analysis
CHEM324 - Transition Metal Chemistry,CHEM,324,Transition Metal Chemistry
CHEM337 - Bio-organic Chemistry,CHEM,337,Bio-organic Chemistry
CHEM347 - Quantum Chemistry,CHEM,347,Quantum Chemistry
CHEM361 - Analytical Chemistry Laboratory,CHEM,361,Analytical Chemistry Laboratory
CHEM362 - Inorganic Chemistry Laboratory,CHEM,362,Inorganic Chemistry Laboratory
CHEM363 - Organic Chemistry Laboratory,CHEM,363,Organic Chemistry Laboratory
CHEM364 - Physical Chemistry Laboratory,CHEM,364,Physical Chemistry Laboratory
CHEM398 - Research Experience,CHEM,398,Research Experience
CHEM399 - Research Experience,CHEM,399,Research Experience
CHEM405 - Professional Development and Societal Engagement for Chemists,CHEM,405,Professional Development and Societal Engagement for Chemists
CHEM411 - Advanced Instrumental Analysis,CHEM,411,Advanced Instrumental Analysis
CHEM421 - Contemporary Inorganic Chemistry,CHEM,421,Contemporary Inorganic Chemistry
CHEM423 - Organometallics and Catalysis,CHEM,423,Organometallics and Catalysis
CHEM432 - Organic Synthesis,CHEM,432,Organic Synthesis
CHEM437 - Biological and Medicinal Chemistry,CHEM,437,Biological and Medicinal Chemistry
CHEM447 - Advanced Molecular Spectroscopy,CHEM,447,Advanced Molecular Spectroscopy
CHEM451 - Nuclear Magnetic Resonance and its Applications,CHEM,451,Nuclear Magnetic Resonance and its Applications
CHEM452 - Reaction Mechanisms and Dynamics,CHEM,452,Reaction Mechanisms and Dynamics
"CHEM453 - Structure, Reactivity and Bonding",CHEM,453,"Structure, Reactivity and Bonding"
CHEM458 - Statistical Thermodynamics,CHEM,458,Statistical Thermodynamics
CHEM459 - Materials Science,CHEM,459,Materials Science
CHEM467 - Special Topics in Experimental Chemistry,CHEM,467,Special Topics in Experimental Chemistry
CHEM475 - Electrochemistry and its Applications,CHEM,475,Electrochemistry and its Applications
CHEM476 - Polymer Chemistry,CHEM,476,Polymer Chemistry
CHEM477 - Computational Chemistry,CHEM,477,Computational Chemistry
CHEM478 - Industrial Chemistry,CHEM,478,Industrial Chemistry
CHEM489 - Special Topics in Chemistry,CHEM,489,Special Topics in Chemistry
CHEM490 - Directed Studies in Chemistry,CHEM,490,Directed Studies in Chemistry
CHEM498A - Advanced Research Experience I,CHEM,498A,Advanced Research Experience I
CHEM498B - Advanced Research Experience II,CHEM,498B,Advanced Research Experience II
CHEM499A - Honours Thesis I,CHEM,499A,Honours Thesis I
CHEM499B - Honours Thesis II,CHEM,499B,Honours Thesis II
"CYC105 - ?ELEJSET XENE? OX? E? T?E ?W? ÍY, NO?ETs Sage",CYC,105,"?ELEJSET XENE? OX? E? T?E ?W? ÍY, NO?ETs Sage"
CYC110 - Introduction to Child and Youth Care,CYC,110,Introduction to Child and Youth Care
CYC120 - Lifespan Development,CYC,120,Lifespan Development
CYC152 - Introduction to Helping Skills in Child and Youth Care Practice,CYC,152,Introduction to Helping Skills in Child and Youth Care Practice
"CYC171 - Introduction to Families: Issues, Patterns, and Processes",CYC,171,"Introduction to Families: Issues, Patterns, and Processes"
CYC206 - Applying Change Theory in CYC Practice,CYC,206,Applying Change Theory in CYC Practice
CYC210A - Supervised Practicum l by Prior Learning Assessment (PLA),CYC,210A,Supervised Practicum l by Prior Learning Assessment (PLA)
CYC211 - Supervised Practicum I,CYC,211,Supervised Practicum I
CYC230 - Introduction to CYC Practice in Indigenous Contexts,CYC,230,Introduction to CYC Practice in Indigenous Contexts
CYC240 - Ethical Decision-Making in Child and Youth Care Practice,CYC,240,Ethical Decision-Making in Child and Youth Care Practice
"CYC250 - Law, Indigenous People and the TRC Calls to Action",CYC,250,"Law, Indigenous People and the TRC Calls to Action"
CYC251 - An Introduction to Child and Youth Care for Human Services Diploma Students - Bridging Course One,CYC,251,An Introduction to Child and Youth Care for Human Services Diploma Students - Bridging Course One
CYC260 - Special Topics in Child and Youth Care,CYC,260,Special Topics in Child and Youth Care
CYC265 - Introduction to Group Work in Child and Youth Care Practice,CYC,265,Introduction to Group Work in Child and Youth Care Practice
CYC280 - Creating Programs and Environments for Young Children,CYC,280,Creating Programs and Environments for Young Children
CYC290 - Directed Studies in Child and Youth Care,CYC,290,Directed Studies in Child and Youth Care
"CYC305 - ?ELEJSET XENE? OX? E? T?E ?W? ÍY, NO?ETs Cedar",CYC,305,"?ELEJSET XENE? OX? E? T?E ?W? ÍY, NO?ETs Cedar"
CYC310 - Supervised Practicum II,CYC,310,Supervised Practicum II
CYC310A - Practicum ll by Prior Learning Assessment (PLA),CYC,310A,Practicum ll by Prior Learning Assessment (PLA)
CYC311 - Supervised Block Practicum ll,CYC,311,Supervised Block Practicum ll
CYC320 - Critical Identity Development,CYC,320,Critical Identity Development
CYC321 - Advancing Social Justice Praxis in CYC,CYC,321,Advancing Social Justice Praxis in CYC
CYC330 - Applied Practice in Indigenous Contexts,CYC,330,Applied Practice in Indigenous Contexts
CYC350 - Applying CYC Practice in Child Welfare Contexts,CYC,350,Applying CYC Practice in Child Welfare Contexts
CYC355 - All My Relations Practice with Indigenous Families,CYC,355,All My Relations Practice with Indigenous Families
CYC356 - Developing CYC Praxis with Diverse Families,CYC,356,Developing CYC Praxis with Diverse Families
CYC360 - Special Topics in Child and Youth Care,CYC,360,Special Topics in Child and Youth Care
CYC370 - Applying Assessment and Case Planning in CYC Practice,CYC,370,Applying Assessment and Case Planning in CYC Practice
CYC380 - Perspectives on practice with Young children and their families,CYC,380,Perspectives on practice with Young children and their families
"CYC381 - Leadership, Advocacy and Policy for the Early Years",CYC,381,"Leadership, Advocacy and Policy for the Early Years"
CYC382 - Early Years Program Approaches,CYC,382,Early Years Program Approaches
CYC390 - Directed Studies in Child and Youth Care,CYC,390,Directed Studies in Child and Youth Care
CYC410 - Advanced Supervised Practicum,CYC,410,Advanced Supervised Practicum
CYC411 - Advanced Supervised Block Practicum,CYC,411,Advanced Supervised Block Practicum
CYC423 - Research Literacy in CYC,CYC,423,Research Literacy in CYC
CYC424 - Qualitative and Quantitative Analysis in Child and Youth Care,CYC,424,Qualitative and Quantitative Analysis in Child and Youth Care
CYC430 - Research Practice in Indigenous Contexts,CYC,430,Research Practice in Indigenous Contexts
CYC460 - Special Topics in Child and Youth Care,CYC,460,Special Topics in Child and Youth Care
CYC464 - Disability Studies and CYC Praxis,CYC,464,Disability Studies and CYC Praxis
CYC470 - Mental Health and Addictions,CYC,470,Mental Health and Addictions
"CYC471 - Addictive Behaviours in Children, Youth and Families",CYC,471,"Addictive Behaviours in Children, Youth and Families"
CYC475 - Advanced Child and Youth Care Practice with Families and Groups,CYC,475,Advanced Child and Youth Care Practice with Families and Groups
